"word","freq"
"Ryckman","Ryckman"," 25"
"Ryckman ","Ryckman "," 20"
"Ryckman  p","Ryckman  p"," 18"
"Ryckman  p ","Ryckman  p "," 18"
"Ryckman  p  ","Ryckman  p  ","  5"
"Ryckman  p  fig","Ryckman  p  fig","  2"
"Ryckman  p  Length","Ryckman  p  Length","  1"
"Ryckman  p  Lent","Ryckman  p  Lent","  1"
"Ryckman  p  pl","Ryckman  p  pl","  9"
"Ryckman  pl","Ryckman  pl","  2"
"Ryckman  pl ","Ryckman  pl ","  2"
"Ryckman  pl  fig","Ryckman  pl  fig","  1"
"Ryckman  pl  Triatoma","Ryckman  pl  Triatoma","  1"
"Ryckman a","Ryckman a","  1"
"Ryckman a p","Ryckman a p","  1"
"Ryckman a p ","Ryckman a p ","  1"
"Ryckman a p  figs","Ryckman a p  figs","  1"
"Ryckman and","Ryckman and","  2"
"Ryckman and Ryckman","Ryckman and Ryckman","  2"
"Ryckman and Ryckman a","Ryckman and Ryckman a","  1"
"Ryckman and Ryckman a p","Ryckman and Ryckman a p","  1"
"Ryckman and Ryckman b","Ryckman and Ryckman b","  1"
"Ryckman and Ryckman b p","Ryckman and Ryckman b p","  1"
"Ryckman b","Ryckman b","  1"
"Ryckman b p","Ryckman b p","  1"
"Ryckman b p ","Ryckman b p ","  1"
"Ryckman b p  Length","Ryckman b p  Length","  1"
"Ryckman Figures","Ryckman Figures","  1"
"Ryckman Figures ","Ryckman Figures ","  1"
"Ryckman Figures  ","Ryckman Figures  ","  1"
"Ryckman Figures   Triatoma","Ryckman Figures   Triatoma","  1"
"S P","S P","  1"
"S P A","S P A","  1"
"S P A ","S P A ","  1"
"S P A  Eutriatoma","S P A  Eutriatoma","  1"
"S shaped","S shaped","  1"
"S shaped dorsal","S shaped dorsal","  1"
"S shaped dorsal sclerotization","S shaped dorsal sclerotization","  1"
"S shaped dorsal sclerotization of","S shaped dorsal sclerotization of","  1"
"Sa Sc","Sa Sc","  1"
"Sa Sc a","Sa Sc a","  1"
"Sa Sc a c","Sa Sc a c","  1"
"Sa Sc a c Cobben","Sa Sc a c Cobben","  1"
"Salgado","Salgado","  1"
"Salgado ","Salgado ","  1"
"Salgado  p","Salgado  p","  1"
"Salgado  p ","Salgado  p ","  1"
"Salgado  p  figs","Salgado  p  figs","  1"
"Santos","Santos","  1"
"Santos and","Santos and","  1"
"Santos and Sposina","Santos and Sposina","  1"
"Santos and Sposina ","Santos and Sposina ","  1"
"Santos and Sposina  p","Santos and Sposina  p","  1"
"SC ","SC ","  1"
"SC  C","SC  C","  1"
"SC  C ","SC  C ","  1"
"SC  C  ","SC  C  ","  1"
"Sc a","Sc a","  1"
"Sc a c","Sc a c","  1"
"Sc a c Cobben","Sc a c Cobben","  1"
"Sc a c Cobben and","Sc a c Cobben and","  1"
"Sc and","Sc and","  1"
"Sc and R","Sc and R","  1"
"Sc and R ","Sc and R ","  1"
"Sc and R  M","Sc and R  M","  1"
"Sc apical","Sc apical","  3"
"Sc apical subdivision","Sc apical subdivision","  3"
"Sc apical subdivision into","Sc apical subdivision into","  3"
"Sc apical subdivision into R","Sc apical subdivision into R","  3"
"Sc divided","Sc divided","  1"
"Sc divided apically","Sc divided apically","  1"
"Sc divided apically into","Sc divided apically into","  1"
"Sc divided apically into separate","Sc divided apically into separate","  1"
"Sc obsolescent","Sc obsolescent","  1"
"Sc obsolescent on","Sc obsolescent on","  1"
"Sc obsolescent on distal","Sc obsolescent on distal","  1"
"Sc obsolescent on distal twothirds","Sc obsolescent on distal twothirds","  1"
"Sc R","Sc R","  3"
"Sc R ","Sc R ","  3"
"Sc R  M","Sc R  M","  3"
"Sc R  M and","Sc R  M and","  3"
"Sc RM","Sc RM","  1"
"Sc RM and","Sc RM and","  1"
"Sc RM and R","Sc RM and R","  1"
"Sc RM and R Membrane","Sc RM and R Membrane","  1"
"Schomburgk","Schomburgk","  1"
"Schomburgk ","Schomburgk ","  1"
"Schomburgk  p","Schomburgk  p","  1"
"Schomburgk  p ","Schomburgk  p ","  1"
"Schomburgk  p  Conorhinus","Schomburgk  p  Conorhinus","  1"
"Schouteden","Schouteden","  3"
"Schouteden ","Schouteden ","  2"
"Schouteden  p","Schouteden  p","  2"
"Schouteden  p ","Schouteden  p ","  2"
"Schouteden  p  nomen","Schouteden  p  nomen","  1"
"Schouteden  p  Triatoma","Schouteden  p  Triatoma","  1"
"Schouteden Figures","Schouteden Figures","  1"
"Schouteden Figures ","Schouteden Figures ","  1"
"Schouteden Figures  ","Schouteden Figures  ","  1"
"Schouteden Figures   Conorhinus","Schouteden Figures   Conorhinus","  1"
"Scutellar","Scutellar"," 10"
"Scutellar proc","Scutellar proc","  1"
"Scutellar proc ss","Scutellar proc ss","  1"
"Scutellar proc ss spots","Scutellar proc ss spots","  1"
"Scutellar proc ss spots at","Scutellar proc ss spots at","  1"
"Scutellar process","Scutellar process","  7"
"Scutellar process black","Scutellar process black","  1"
"Scutellar process black subcylindrical","Scutellar process black subcylindrical","  1"
"Scutellar process black subcylindrical almost","Scutellar process black subcylindrical almost","  1"
"Scutellar process from","Scutellar process from","  2"
"Scutellar process from elongate","Scutellar process from elongate","  1"
"Scutellar process from elongate cylindrical","Scutellar process from elongate cylindrical","  1"
"Scutellar process from subconical","Scutellar process from subconical","  1"
"Scutellar process from subconical to","Scutellar process from subconical to","  1"
"Scutellar process large","Scutellar process large","  1"
"Scutellar process large about","Scutellar process large about","  1"
"Scutellar process large about threefourths","Scutellar process large about threefourths","  1"
"Scutellar process only","Scutellar process only","  1"
"Scutellar process only slightly","Scutellar process only slightly","  1"
"Scutellar process only slightly shorter","Scutellar process only slightly shorter","  1"
"Scutellar process short","Scutellar process short","  1"
"Scutellar process short from","Scutellar process short from","  1"
"Scutellar process short from onethird","Scutellar process short from onethird","  1"
"Scutellar process subcylindrical","Scutellar process subcylindrical","  1"
"Scutellar process subcylindrical slightly","Scutellar process subcylindrical slightly","  1"
"Scutellar process subcylindrical slightly compressed","Scutellar process subcylindrical slightly compressed","  1"
"Scutellar spine","Scutellar spine","  2"
"Scutellar spine narrowly","Scutellar spine narrowly","  1"
"Scutellar spine narrowly subcylindrical","Scutellar spine narrowly subcylindrical","  1"
"Scutellar spine narrowly subcylindrical Legs","Scutellar spine narrowly subcylindrical Legs","  1"
"Scutellar spine subconical","Scutellar spine subconical","  1"
"Scutellar spine subconical narrowly","Scutellar spine subconical narrowly","  1"
"Scutellar spine subconical narrowly tapering","Scutellar spine subconical narrowly tapering","  1"
"Scutellum","Scutellum","122"
"Scutellum and","Scutellum and","  1"
"Scutellum and its","Scutellum and its","  1"
"Scutellum and its process","Scutellum and its process","  1"
"Scutellum and its process black","Scutellum and its process black","  1"
"Scutellum anteriorly","Scutellum anteriorly","  1"
"Scutellum anteriorly with","Scutellum anteriorly with","  1"
"Scutellum anteriorly with l","Scutellum anteriorly with l","  1"
"Scutellum anteriorly with l ","Scutellum anteriorly with l ","  1"
"Scutellum as","Scutellum as","  4"
"Scutellum as in","Scutellum as in","  2"
"Scutellum as in carioca","Scutellum as in carioca","  1"
"Scutellum as in carioca Hemelytra","Scutellum as in carioca Hemelytra","  1"
"Scutellum as in prolixus","Scutellum as in prolixus","  1"
"Scutellum as in prolixus Hemelytra","Scutellum as in prolixus Hemelytra","  1"
"Scutellum as shown","Scutellum as shown","  2"
"Scutellum as shown in","Scutellum as shown in","  2"
"Scutellum as shown in figures","Scutellum as shown in figures","  2"
"Scutellum black","Scutellum black"," 15"
"Scutellum black apex","Scutellum black apex","  1"
"Scutellum black apex of","Scutellum black apex of","  1"
"Scutellum black apex of posterior","Scutellum black apex of posterior","  1"
"Scutellum black coarsely","Scutellum black coarsely","  2"
"Scutellum black coarsely rugose","Scutellum black coarsely rugose","  2"
"Scutellum black coarsely rugose its","Scutellum black coarsely rugose its","  1"
"Scutellum black coarsely rugose transversally","Scutellum black coarsely rugose transversally","  1"
"Scutellum black heavily","Scutellum black heavily","  4"
"Scutellum black heavily rugose","Scutellum black heavily rugose","  4"
"Scutellum black heavily rugose its","Scutellum black heavily rugose its","  2"
"Scutellum black heavily rugose transversally","Scutellum black heavily rugose transversally","  1"
"Scutellum black heavily rugose with","Scutellum black heavily rugose with","  1"
"Scutellum black l","Scutellum black l","  1"
"Scutellum black l ","Scutellum black l ","  1"
"Scutellum black l  lightcolored","Scutellum black l  lightcolored","  1"
"Scutellum black posterior","Scutellum black posterior","  2"
"Scutellum black posterior process","Scutellum black posterior process","  2"
"Scutellum black posterior process apically","Scutellum black posterior process apically","  1"
"Scutellum black posterior process reddish","Scutellum black posterior process reddish","  1"
"Scutellum black strongly","Scutellum black strongly","  2"
"Scutellum black strongly rugose","Scutellum black strongly rugose","  2"
"Scutellum black strongly rugose its","Scutellum black strongly rugose its","  1"
"Scutellum black strongly rugose median","Scutellum black strongly rugose median","  1"
"Scutellum black with","Scutellum black with","  3"
"Scutellum black with l","Scutellum black with l","  1"
"Scutellum black with l ","Scutellum black with l ","  1"
"Scutellum black with light","Scutellum black with light","  2"
"Scutellum black with light brown","Scutellum black with light brown","  2"
"Scutellum coarsely","Scutellum coarsely"," 11"
"Scutellum coarsely rugose","Scutellum coarsely rugose"," 11"
"Scutellum coarsely rugose central","Scutellum coarsely rugose central","  1"
"Scutellum coarsely rugose central depression","Scutellum coarsely rugose central depression","  1"
"Scutellum coarsely rugose in","Scutellum coarsely rugose in","  1"
"Scutellum coarsely rugose in many","Scutellum coarsely rugose in many","  1"
"Scutellum coarsely rugose transversally","Scutellum coarsely rugose transversally","  6"
"Scutellum coarsely rugose transversally its","Scutellum coarsely rugose transversally its","  2"
"Scutellum coarsely rugose transversally median","Scutellum coarsely rugose transversally median","  2"
"Scutellum coarsely rugose transversally slightly","Scutellum coarsely rugose transversally slightly","  1"
"Scutellum coarsely rugose transversally with","Scutellum coarsely rugose transversally with","  1"
"Scutellum coarsely rugose with","Scutellum coarsely rugose with","  3"
"Scutellum coarsely rugose with center","Scutellum coarsely rugose with center","  1"
"Scutellum coarsely rugose with distinct","Scutellum coarsely rugose with distinct","  2"
"Scutellum conspicuously","Scutellum conspicuously","  2"
"Scutellum conspicuously rugose","Scutellum conspicuously rugose","  2"
"Scutellum conspicuously rugose central","Scutellum conspicuously rugose central","  1"
"Scutellum conspicuously rugose central excavation","Scutellum conspicuously rugose central excavation","  1"
"Scutellum conspicuously rugose with","Scutellum conspicuously rugose with","  1"
"Scutellum conspicuously rugose with shallow","Scutellum conspicuously rugose with shallow","  1"
"Scutellum D","Scutellum D","  1"
"Scutellum D Head","Scutellum D Head","  1"
"Scutellum D Head and","Scutellum D Head and","  1"
"Scutellum D Head and anterior","Scutellum D Head and anterior","  1"
"Scutellum dark","Scutellum dark"," 14"
"Scutellum dark apex","Scutellum dark apex","  1"
"Scutellum dark apex of","Scutellum dark apex of","  1"
"Scutellum dark apex of posterior","Scutellum dark apex of posterior","  1"
"Scutellum dark brown","Scutellum dark brown","  5"
"Scutellum dark brown posterior","Scutellum dark brown posterior","  4"
"Scutellum dark brown posterior process","Scutellum dark brown posterior process","  4"
"Scutellum dark brown with","Scutellum dark brown with","  1"
"Scutellum dark brown with posterior","Scutellum dark brown with posterior","  1"
"Scutellum dark central","Scutellum dark central","  1"
"Scutellum dark central portion","Scutellum dark central portion","  1"
"Scutellum dark central portion only","Scutellum dark central portion only","  1"
"Scutellum dark elevated","Scutellum dark elevated","  1"
"Scutellum dark elevated portion","Scutellum dark elevated portion","  1"
"Scutellum dark elevated portion yellowish","Scutellum dark elevated portion yellowish","  1"
"Scutellum dark in","Scutellum dark in","  1"
"Scutellum dark in some","Scutellum dark in some","  1"
"Scutellum dark in some specimens","Scutellum dark in some specimens","  1"
"Scutellum dark rugose","Scutellum dark rugose","  1"
"Scutellum dark rugose central","Scutellum dark rugose central","  1"
"Scutellum dark rugose central depression","Scutellum dark rugose central depression","  1"
"Scutellum dark with","Scutellum dark with","  4"
"Scutellum dark with ","Scutellum dark with ","  2"
"Scutellum dark with  ","Scutellum dark with  ","  1"
"Scutellum dark with  yellowish","Scutellum dark with  yellowish","  1"
"Scutellum dark with central","Scutellum dark with central","  1"
"Scutellum dark with central depression","Scutellum dark with central depression","  1"
"Scutellum dark with I","Scutellum dark with I","  1"
"Scutellum dark with I I","Scutellum dark with I I","  1"
"Scutellum entirely","Scutellum entirely","  5"
"Scutellum entirely black","Scutellum entirely black","  1"
"Scutellum entirely black strongly","Scutellum entirely black strongly","  1"
"Scutellum entirely black strongly rugose","Scutellum entirely black strongly rugose","  1"
"Scutellum entirely dark","Scutellum entirely dark","  4"
"Scutellum entirely dark coarsely","Scutellum entirely dark coarsely","  2"
"Scutellum entirely dark coarsely rugose","Scutellum entirely dark coarsely rugose","  2"
"Scutellum entirely dark convex","Scutellum entirely dark convex","  1"
"Scutellum entirely dark convex heavily","Scutellum entirely dark convex heavily","  1"
"Scutellum entirely dark slightly","Scutellum entirely dark slightly","  1"
"Scutellum entirely dark slightly convex","Scutellum entirely dark slightly convex","  1"
"Scutellum excavate","Scutellum excavate","  2"
"Scutellum excavate on","Scutellum excavate on","  2"
"Scutellum excavate on disc","Scutellum excavate on disc","  2"
"Scutellum excavate on disc scutellar","Scutellum excavate on disc scutellar","  2"
"Scutellum granulose","Scutellum granulose","  1"
"Scutellum granulose and","Scutellum granulose and","  1"
"Scutellum granulose and coarsely","Scutellum granulose and coarsely","  1"
"Scutellum granulose and coarsely rugose","Scutellum granulose and coarsely rugose","  1"
"Scutellum heavily","Scutellum heavily","  7"
"Scutellum heavily rugose","Scutellum heavily rugose","  7"
"Scutellum heavily rugose central","Scutellum heavily rugose central","  3"
"Scutellum heavily rugose central depression","Scutellum heavily rugose central depression","  3"
"Scutellum heavily rugose median","Scutellum heavily rugose median","  1"
"Scutellum heavily rugose median depression","Scutellum heavily rugose median depression","  1"
"Scutellum heavily rugose with","Scutellum heavily rugose with","  3"
"Scutellum heavily rugose with central","Scutellum heavily rugose with central","  1"
"Scutellum heavily rugose with cordiform","Scutellum heavily rugose with cordiform","  1"
"Scutellum heavily rugose with welldeveloped","Scutellum heavily rugose with welldeveloped","  1"
"Scutellum irregularly","Scutellum irregularly","  1"
"Scutellum irregularly and","Scutellum irregularly and","  1"
"Scutellum irregularly and coarsely","Scutellum irregularly and coarsely","  1"
"Scutellum irregularly and coarsely wrinkled","Scutellum irregularly and coarsely wrinkled","  1"
"Scutellum light","Scutellum light","  2"
"Scutellum light colored","Scutellum light colored","  1"
"Scutellum light colored with","Scutellum light colored with","  1"
"Scutellum light colored with sides","Scutellum light colored with sides","  1"
"Scutellum light yellowish","Scutellum light yellowish","  1"
"Scutellum light yellowish brown","Scutellum light yellowish brown","  1"
"Scutellum light yellowish brown with","Scutellum light yellowish brown with","  1"
"Scutellum of","Scutellum of","  4"
"Scutellum of general","Scutellum of general","  4"
"Scutellum of general body","Scutellum of general body","  3"
"Scutellum of general body color","Scutellum of general body color","  3"
"Scutellum of general dark","Scutellum of general dark","  1"
"Scutellum of general dark color","Scutellum of general dark color","  1"
"Scutellum orangebrown","Scutellum orangebrown","  1"
"Scutellum orangebrown its","Scutellum orangebrown its","  1"
"Scutellum orangebrown its central","Scutellum orangebrown its central","  1"
"Scutellum orangebrown its central depressed","Scutellum orangebrown its central depressed","  1"
"Scutellum reddish","Scutellum reddish","  1"
"Scutellum reddish brown","Scutellum reddish brown","  1"
"Scutellum reddish brown in","Scutellum reddish brown in","  1"
"Scutellum reddish brown in some","Scutellum reddish brown in some","  1"
"Scutellum rugose","Scutellum rugose","  6"
"Scutellum rugose and","Scutellum rugose and","  1"
"Scutellum rugose and faintly","Scutellum rugose and faintly","  1"
"Scutellum rugose and faintly granulose","Scutellum rugose and faintly granulose","  1"
"Scutellum rugose central","Scutellum rugose central","  2"
"Scutellum rugose central portion","Scutellum rugose central portion","  2"
"Scutellum rugose central portion distinctly","Scutellum rugose central portion distinctly","  2"
"Scutellum rugose dark","Scutellum rugose dark","  1"
"Scutellum rugose dark brown","Scutellum rugose dark brown","  1"
"Scutellum rugose dark brown with","Scutellum rugose dark brown with","  1"
"Scutellum rugose posterior","Scutellum rugose posterior","  1"
"Scutellum rugose posterior process","Scutellum rugose posterior process","  1"
"Scutellum rugose posterior process subcylindrical","Scutellum rugose posterior process subcylindrical","  1"
"Scutellum rugose with","Scutellum rugose with","  1"
"Scutellum rugose with irregular","Scutellum rugose with irregular","  1"
"Scutellum rugose with irregular delicate","Scutellum rugose with irregular delicate","  1"
"Scutellum shallowly","Scutellum shallowly","  1"
"Scutellum shallowly rugose","Scutellum shallowly rugose","  1"
"Scutellum shallowly rugose central","Scutellum shallowly rugose central","  1"
"Scutellum shallowly rugose central area","Scutellum shallowly rugose central area","  1"
"Scutellum situated","Scutellum situated","  1"
"Scutellum situated on","Scutellum situated on","  1"
"Scutellum situated on semicircular","Scutellum situated on semicircular","  1"
"Scutellum situated on semicircular sclerite","Scutellum situated on semicircular sclerite","  1"
"Scutellum subsemicircular","Scutellum subsemicircular","  1"
"Scutellum subsemicircular exposed","Scutellum subsemicircular exposed","  1"
"Scutellum subsemicircular exposed portion","Scutellum subsemicircular exposed portion","  1"
"Scutellum subsemicircular exposed portion subtrapezoidal","Scutellum subsemicircular exposed portion subtrapezoidal","  1"
"Scutellum subtriangular","Scutellum subtriangular","  3"
"Scutellum subtriangular heavily","Scutellum subtriangular heavily","  1"
"Scutellum subtriangular heavily rugosegranulose","Scutellum subtriangular heavily rugosegranulose","  1"
"Scutellum subtriangular heavily rugosegranulose Posterior","Scutellum subtriangular heavily rugosegranulose Posterior","  1"
"Scutellum subtriangular its","Scutellum subtriangular its","  1"
"Scutellum subtriangular its surface","Scutellum subtriangular its surface","  1"
"Scutellum subtriangular its surface from","Scutellum subtriangular its surface from","  1"
"Scutellum subtriangular without","Scutellum subtriangular without","  1"
"Scutellum subtriangular without anterolateral","Scutellum subtriangular without anterolateral","  1"
"Scutellum subtriangular without anterolateral projections","Scutellum subtriangular without anterolateral projections","  1"
"Scutellum transversally","Scutellum transversally","  2"
"Scutellum transversally rugose","Scutellum transversally rugose","  2"
"Scutellum transversally rugose median","Scutellum transversally rugose median","  1"
"Scutellum transversally rugose median depression","Scutellum transversally rugose median depression","  1"
"Scutellum transversally rugose with","Scutellum transversally rugose with","  1"
"Scutellum transversally rugose with shallow","Scutellum transversally rugose with shallow","  1"
"Scutellum triangular","Scutellum triangular","  2"
"Scutellum triangular disc","Scutellum triangular disc","  1"
"Scutellum triangular disc deeply","Scutellum triangular disc deeply","  1"
"Scutellum triangular disc deeply excavated","Scutellum triangular disc deeply excavated","  1"
"Scutellum triangular with","Scutellum triangular with","  1"
"Scutellum triangular with l","Scutellum triangular with l","  1"
"Scutellum triangular with l ","Scutellum triangular with l ","  1"
"Scutellum uniformly","Scutellum uniformly","  3"
"Scutellum uniformly dark","Scutellum uniformly dark","  3"
"Scutellum uniformly dark Median","Scutellum uniformly dark Median","  1"
"Scutellum uniformly dark Median depression","Scutellum uniformly dark Median depression","  1"
"Scutellum uniformly dark with","Scutellum uniformly dark with","  2"
"Scutellum uniformly dark with shallow","Scutellum uniformly dark with shallow","  1"
"Scutellum uniformly dark with welldeveloped","Scutellum uniformly dark with welldeveloped","  1"
"Scutellum with","Scutellum with"," 30"
"Scutellum with ","Scutellum with ","  4"
"Scutellum with  ","Scutellum with  ","  2"
"Scutellum with   ","Scutellum with   ","  1"
"Scutellum with   short","Scutellum with   short","  1"
"Scutellum with  distinct","Scutellum with  distinct","  2"
"Scutellum with  distinct anterior","Scutellum with  distinct anterior","  1"
"Scutellum with  distinct basal","Scutellum with  distinct basal","  1"
"Scutellum with central","Scutellum with central","  6"
"Scutellum with central depressed","Scutellum with central depressed","  1"
"Scutellum with central depressed portion","Scutellum with central depressed portion","  1"
"Scutellum with central depression","Scutellum with central depression","  1"
"Scutellum with central depression limited","Scutellum with central depression limited","  1"
"Scutellum with central portion","Scutellum with central portion","  4"
"Scutellum with central portion depressed","Scutellum with central portion depressed","  4"
"Scutellum with depressed","Scutellum with depressed","  2"
"Scutellum with depressed central","Scutellum with depressed central","  1"
"Scutellum with depressed central portion","Scutellum with depressed central portion","  1"
"Scutellum with depressed portion","Scutellum with depressed portion","  1"
"Scutellum with depressed portion shallowly","Scutellum with depressed portion shallowly","  1"
"Scutellum with disc","Scutellum with disc","  2"
"Scutellum with disc depressed","Scutellum with disc depressed","  1"
"Scutellum with disc depressed at","Scutellum with disc depressed at","  1"
"Scutellum with disc elevated","Scutellum with disc elevated","  1"
"Scutellum with disc elevated convex","Scutellum with disc elevated convex","  1"
"Scutellum with distinct","Scutellum with distinct","  2"
"Scutellum with distinct median","Scutellum with distinct median","  2"
"Scutellum with distinct median depression","Scutellum with distinct median depression","  2"
"Scutellum with lateral","Scutellum with lateral","  1"
"Scutellum with lateral portions","Scutellum with lateral portions","  1"
"Scutellum with lateral portions smooth","Scutellum with lateral portions smooth","  1"
"Scutellum with median","Scutellum with median","  4"
"Scutellum with median depression","Scutellum with median depression","  4"
"Scutellum with median depression distinct","Scutellum with median depression distinct","  1"
"Scutellum with median depression shallow","Scutellum with median depression shallow","  3"
"Scutellum with posterior","Scutellum with posterior","  2"
"Scutellum with posterior process","Scutellum with posterior process","  2"
"Scutellum with posterior process short","Scutellum with posterior process short","  1"
"Scutellum with posterior process subhorizontal","Scutellum with posterior process subhorizontal","  1"
"Scutellum with process","Scutellum with process","  1"
"Scutellum with process dark","Scutellum with process dark","  1"
"Scutellum with process dark brown","Scutellum with process dark brown","  1"
"Scutellum with shallow","Scutellum with shallow","  1"
"Scutellum with shallow median","Scutellum with shallow median","  1"
"Scutellum with shallow median transversely","Scutellum with shallow median transversely","  1"
"Scutellum with sides","Scutellum with sides","  1"
"Scutellum with sides dark","Scutellum with sides dark","  1"
"Scutellum with sides dark central","Scutellum with sides dark central","  1"
"Scutellum with surface","Scutellum with surface","  1"
"Scutellum with surface heavily","Scutellum with surface heavily","  1"
"Scutellum with surface heavily rugose","Scutellum with surface heavily rugose","  1"
"Scutellum with unusually","Scutellum with unusually","  1"
"Scutellum with unusually long","Scutellum with unusually long","  1"
"Scutellum with unusually long process","Scutellum with unusually long process","  1"
"Scutellum with variable","Scutellum with variable","  2"
"Scutellum with variable color","Scutellum with variable color","  2"
"Scutellum with variable color pattern","Scutellum with variable color pattern","  2"
"Second","Second"," 70"
"Second and","Second and","  6"
"Second and fourth","Second and fourth","  1"
"Second and fourth antennal","Second and fourth antennal","  1"
"Second and fourth antennal segments","Second and fourth antennal segments","  1"
"Second and third","Second and third","  5"
"Second and third antennal","Second and third antennal","  2"
"Second and third antennal segments","Second and third antennal segments","  2"
"Second and third rostral","Second and third rostral","  1"
"Second and third rostral segments","Second and third rostral segments","  1"
"Second and third segments","Second and third segments","  2"
"Second and third segments somewhat","Second and third segments somewhat","  1"
"Second and third segments with","Second and third segments with","  1"
"Second antenna","Second antenna","  1"
"Second antenna segment","Second antenna segment","  1"
"Second antenna segment the","Second antenna segment the","  1"
"Second antenna segment the longest","Second antenna segment the longest","  1"
"Second antennal","Second antennal"," 28"
"Second antennal segment","Second antennal segment"," 28"
"Second antennal segment as","Second antennal segment as","  1"
"Second antennal segment as in","Second antennal segment as in","  1"
"Second antennal segment comparatively","Second antennal segment comparatively","  2"
"Second antennal segment comparatively thick","Second antennal segment comparatively thick","  2"
"Second antennal segment flattened","Second antennal segment flattened","  2"
"Second antennal segment flattened beset","Second antennal segment flattened beset","  1"
"Second antennal segment flattened with","Second antennal segment flattened with","  1"
"Second antennal segment light","Second antennal segment light","  1"
"Second antennal segment light brown","Second antennal segment light brown","  1"
"Second antennal segment of","Second antennal segment of","  1"
"Second antennal segment of male","Second antennal segment of male","  1"
"Second antennal segment only","Second antennal segment only","  5"
"Second antennal segment only with","Second antennal segment only with","  5"
"Second antennal segment remaining","Second antennal segment remaining","  1"
"Second antennal segment remaining not","Second antennal segment remaining not","  1"
"Second antennal segment slightly","Second antennal segment slightly","  1"
"Second antennal segment slightly compressed","Second antennal segment slightly compressed","  1"
"Second antennal segment with","Second antennal segment with"," 14"
"Second antennal segment with ","Second antennal segment with ","  3"
"Second antennal segment with adpressed","Second antennal segment with adpressed","  2"
"Second antennal segment with approximately","Second antennal segment with approximately","  1"
"Second antennal segment with decumbent","Second antennal segment with decumbent","  1"
"Second antennal segment with inclined","Second antennal segment with inclined","  1"
"Second antennal segment with numerous","Second antennal segment with numerous","  1"
"Second antennal segment with short","Second antennal segment with short","  1"
"Second antennal segment with stout","Second antennal segment with stout","  2"
"Second antennal segment with three","Second antennal segment with three","  1"
"Second antennal segment with very","Second antennal segment with very","  1"
"Second article","Second article","  6"
"Second article of","Second article of","  1"
"Second article of antennae","Second article of antennae","  1"
"Second article of antennae with","Second article of antennae with","  1"
"Second article with","Second article with","  5"
"Second article with ","Second article with ","  1"
"Second article with  trichobothria","Second article with  trichobothria","  1"
"Second article with five","Second article with five","  1"
"Second article with five or","Second article with five or","  1"
"Second article with inclined","Second article with inclined","  1"
"Second article with inclined stiff","Second article with inclined stiff","  1"
"Second article with numerous","Second article with numerous","  2"
"Second article with numerous adpressed","Second article with numerous adpressed","  1"
"Second article with numerous stiff","Second article with numerous stiff","  1"
"Second rostral","Second rostral","  7"
"Second rostral segment","Second rostral segment","  7"
"Second rostral segment attaining","Second rostral segment attaining","  4"
"Second rostral segment attaining level","Second rostral segment attaining level","  3"
"Second rostral segment attaining or","Second rostral segment attaining or","  1"
"Second rostral segment extending","Second rostral segment extending","  1"
"Second rostral segment extending to","Second rostral segment extending to","  1"
"Second rostral segment reaching","Second rostral segment reaching","  1"
"Second rostral segment reaching neck","Second rostral segment reaching neck","  1"
"Second rostral segment slightly","Second rostral segment slightly","  1"
"Second rostral segment slightly longer","Second rostral segment slightly longer","  1"
"Second segment","Second segment"," 22"
"Second segment also","Second segment also","  1"
"Second segment also with","Second segment also with","  1"
"Second segment also with numerous","Second segment also with numerous","  1"
"Second segment attaining","Second segment attaining","  2"
"Second segment attaining level","Second segment attaining level","  2"
"Second segment attaining level of","Second segment attaining level of","  2"
"Second segment compressed","Second segment compressed","  1"
"Second segment compressed beset","Second segment compressed beset","  1"
"Second segment compressed beset with","Second segment compressed beset with","  1"
"Second segment four","Second segment four","  1"
"Second segment four times","Second segment four times","  1"
"Second segment four times as","Second segment four times as","  1"
"Second segment of","Second segment of","  1"
"Second segment of rostrum","Second segment of rostrum","  1"
"Second segment of rostrum from","Second segment of rostrum from","  1"
"Second segment only","Second segment only","  4"
"Second segment only with","Second segment only with","  4"
"Second segment only with decumbent","Second segment only with decumbent","  1"
"Second segment only with short","Second segment only with short","  3"
"Second segment slightly","Second segment slightly","  1"
"Second segment slightly and","Second segment slightly and","  1"
"Second segment slightly and third","Second segment slightly and third","  1"
"Second segment sybcylindrical","Second segment sybcylindrical","  1"
"Second segment sybcylindrical with","Second segment sybcylindrical with","  1"
"Second segment sybcylindrical with adpressed","Second segment sybcylindrical with adpressed","  1"
"Second segment with","Second segment with"," 10"
"Second segment with decumbent","Second segment with decumbent","  1"
"Second segment with decumbent short","Second segment with decumbent short","  1"
"Second segment with four","Second segment with four","  1"
"Second segment with four trichobothria","Second segment with four trichobothria","  1"
"Second segment with one","Second segment with one","  1"
"Second segment with one trichobothrium","Second segment with one trichobothrium","  1"
"Second segment with several","Second segment with several","  1"
"Second segment with several trichobothria","Second segment with several trichobothria","  1"
"Second segment with short","Second segment with short","  2"
"Second segment with short decumbent","Second segment with short decumbent","  2"
"Second segment with strong","Second segment with strong","  2"
"Second segment with strong declinate","Second segment with strong declinate","  1"
"Second segment with strong decumbent","Second segment with strong decumbent","  1"
"Second segment with three","Second segment with three","  2"
